"","mets","metProp.mets...name..","iAPECO1_1312_BIOMASS_Ec_iJO1366_core_53p95M","iB21_1397_BIOMASS_Ec_iJO1366_core_53p95M","iBWG_1329_BIOMASS_Ec_iJO1366_core_53p95M","iE2348C_1286_BIOMASS_Ec_iJO1366_core_53p95M","iEC042_1314_BIOMASS_Ec_iJO1366_core_53p95M","iEC55989_1330_BIOMASS_Ec_iJO1366_core_53p95M","iECABU_c1320_BIOMASS_Ec_iJO1366_core_53p95M","iECBD_1354_BIOMASS_Ec_iJO1366_core_53p95M","iECB_1328_BIOMASS_Ec_iJO1366_core_53p95M","iECDH10B_1368_BIOMASS_Ec_iJO1366_core_53p95M","iECDH1ME8569_1439_BIOMASS_Ec_iJO1366_core_53p95M","iECD_1391_BIOMASS_Ec_iJO1366_core_53p95M","iECED1_1282_BIOMASS_Ec_iJO1366_core_53p95M","iECH74115_1262_BIOMASS_Ec_iJO1366_core_53p95M","iECIAI1_1343_BIOMASS_Ec_iJO1366_core_53p95M","iECIAI39_1322_BIOMASS_Ec_iJO1366_core_53p95M","iECNA114_1301_BIOMASS_Ec_iJO1366_core_53p95M","iECO103_1326_BIOMASS_Ec_iJO1366_core_53p95M","iECO111_1330_BIOMASS_Ec_iJO1366_core_53p95M","iECO26_1355_BIOMASS_Ec_iJO1366_core_53p95M","iECOK1_1307_BIOMASS_Ec_iJO1366_core_53p95M","iECP_1309_BIOMASS_Ec_iJO1366_core_53p95M","iECS88_1305_BIOMASS_Ec_iJO1366_core_53p95M","iECSE_1348_BIOMASS_Ec_iJO1366_core_53p95M","iECSF_1327_BIOMASS_Ec_iJO1366_core_53p95M","iECSP_1301_BIOMASS_Ec_iJO1366_core_53p95M","iECUMN_1333_BIOMASS_Ec_iJO1366_core_53p95M","iECW_1372_BIOMASS_Ec_iJO1366_core_53p95M","iECs_1301_BIOMASS_Ec_iJO1366_core_53p95M","iEKO11_1354_BIOMASS_Ec_iJO1366_core_53p95M","iETEC_1333_BIOMASS_Ec_iJO1366_core_53p95M","iEcDH1_1363_BIOMASS_Ec_iJO1366_core_53p95M","iEcE24377_1341_BIOMASS_Ec_iJO1366_core_53p95M","iEcHS_1320_BIOMASS_Ec_iJO1366_core_53p95M","iEcSMS35_1347_BIOMASS_Ec_iJO1366_core_53p95M","iEcolC_1368_BIOMASS_Ec_iJO1366_core_53p95M","iG2583_1286_BIOMASS_Ec_iJO1366_core_53p95M","iJO1366_BIOMASS_Ec_iJO1366_core_53p95M","iLF82_1304_BIOMASS_Ec_iJO1366_core_53p95M","iNRG857_1313_BIOMASS_Ec_iJO1366_core_53p95M","iSBO_1134_BIOMASS_Ec_iJO1366_core_53p95M","iSDY_1059_BIOMASS_Ec_iJO1366_core_53p95M","iSFV_1184_BIOMASS_Ec_iJO1366_core_53p95M","iSF_1195_BIOMASS_Ec_iJO1366_core_53p95M","iSFxv_1172_BIOMASS_Ec_iJO1366_core_53p95M","iSSON_1240_BIOMASS_Ec_iJO1366_core_53p95M","iS_1188_BIOMASS_Ec_iJO1366_core_53p95M","iSbBS512_1146_BIOMASS_Ec_iJO1366_core_53p95M","iUMN146_1321_BIOMASS_Ec_iJO1366_core_53p95M","iUMNK88_1353_BIOMASS_Ec_iJO1366_core_53p95M","iUTI89_1310_BIOMASS_Ec_iJO1366_core_53p95M","iWFL_1372_BIOMASS_Ec_iJO1366_core_53p95M","iY75_1357_BIOMASS_Ec_iJO1366_core_53p95M","iZ_1308_BIOMASS_Ec_iJO1366_core_53p95M","ic_1306_BIOMASS_Ec_iJO1366_core_53p95M"
"pe160.c..5","pe160_c","Phosphatidylethanolamine (dihexadecanoyl n-C16:0)	iECS88_1305; iECO103_1326; iECOK1_1307; iECP_1309; iECs_1301; iECO26_1355; iECO111_1330; iECIAI1_1343; iECIAI39_1322; iECNA114_1301; iEcolC_1368; iECSE_1348; iAF1260b; iY75_1357; iAF987; STM_v1_0; iHN637; iYL1228; iSFxv_1172; iWFL_1372; iSDY_1059; iUTI89_1310; iSFV_1184; iZ_1308; iSBO_1134; iUMNK88_1353; iSSON_1240; iUMN146_1321; iAF1260; iEC042_1314; iEC55989_1330; iAPECO1_1312; iE2348C_1286; ic_1306; iJN746; iPC815; iNJ661; iSF_1195; iBWG_1329; iB21_1397; iJO1366; iEC1364_W; iML1515; iEC1349_Crooks; iLB1027_lipid; iEC1356_Bl21DE3; iEK1008; iCN718; iEC1344_C; iEC1372_W3110; iJN1463; iYS1720; iEC1368_DH5a; iECH74115_1262; iECD_1391; iECDH1ME8569_1439; iEcE24377_1341; iECBD_1354; iEcHS_1320; iECABU_c1320; iEcDH1_1363; iECB_1328; iECDH10B_1368; iECED1_1282; iSbBS512_1146; iECUMN_1333; iECSP_1301; iS_1188; iLF82_1304; iEKO11_1354; iNRG857_1313; iEcSMS35_1347; iETEC_1333; iG2583_1286; iECW_1372; iECSF_1327	CHEBI: http://identifiers.org/chebi/CHEBI:73005; CHEBI: http://identifiers.org/chebi/CHEBI:73127; Human Metabolome Database: http://identifiers.org/hmdb/HMDB05317; Human Metabolome Database: http://identifiers.org/hmdb/HMDB08923; LipidMaps: http://identifiers.org/lipidmaps/LMGP02010037; BioCyc: http://identifiers.org/biocyc/META:CPD-12819; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM32178; InChI Key: https://identifiers.org/inchikey/SLKDGVPOSSLUAI-PGUFJCEWSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd15531; SEED Compound: http://identifiers.org/seed.compound/cpd23597; SEED Compound: http://identifiers.org/seed.compound/cpd29054	pe160; pe160[c]; pe160_c
pg120_c	pg120	Phosphatidylglycerol (didodecanoyl n-C12:0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dgtp.c..5","dgtp_c","DGTP C10H12N5O13P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sheme.c..5","sheme_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tyr__L.c..5","tyr__L_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gtp.c..5","gtp_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mg2.c..5","mg2_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"utp.c..5","utp_c","UTP C9H11N2O15P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pe161.c..5","pe161_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ala__L.c..5","ala__L_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppi.c..5","ppi_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mobd.c..5","mobd_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ser__L.c..5","ser__L_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ribflv.c..5","ribflv_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pi.c..5","pi_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"btn.c..5","btn_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k.c..5","k_c","Potassium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe2.c..5","fe2_c","Fe2+ mitochondria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"phe__L.c..5","phe__L_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"asn__L.c..5","asn__L_c","L-Asparagine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fad.c..5","fad_c","Flavin adenine dinucleotide oxidized",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nad.c..5","nad_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"so4.c..5","so4_c",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
